IAGA,GEOLON,GEOLAT,AACGMLON,AACGMLAT,STATION-NAME,OPERATOR-NUM,OPERATORS
SON,66.44,25.12,138.76,19.06,Sonmiani,1,INTERMAGNET
AMU,210.10,61.20,-97.02,60.86,Anchorage,1,THEMIS
BET,208.32,66.90,-102.61,66.29,Bettles,1,GIMA
FYU,214.70,66.57,-97.18,67.19,Fort Yukon,2,GIMA,THEMIS
EAG,218.80,64.78,-92.11,66.27,Eagle,1,GIMA
CMO,212.14,64.87,-97.87,64.99,College,3,GIMA,USGS,INTERMAGNET
CGO,212.14,64.87,-97.87,64.99,College Intl Geophys Observatory,2,THEMIS,GIMA
GAK,214.70,62.30,-93.83,62.93,Gakona,2,GIMA,THEMIS
TLK,209.90,63.30,-98.55,62.95,Talkeetna,1,GIMA
CPY,235.30,70.20,-82.24,74.83,Cape Perry,1,GIMA
PKR,212.74,65.08,-97.54,65.32,Poker Flat,1,GIMA
DIK,80.57,73.55,156.38,68.06,Dixon,3,RAPIDMAG,GIMA,AARI
CCS,104.28,77.72,175.71,71.40,Chelyuskin,3,RAPIDMAG,GIMA,AARI
TIK,129.00,71.58,-163.03,65.38,Tixie,5,RAPIDMAG,GIMA,210MM,AARI,INTERMAGNET
CWE,190.17,66.17,-115.43,62.58,Wellen,1,AARI
ARK,40.50,64.60,118.22,60.28,Arkhangelsk,1,AARI
AAE,38.77,9.03,110.49,0.10,Addis Ababa,3,INTERMAGNET,BCMT,MAGDAS
ABG,72.87,18.62,145.12,11.70,Alibag,2,GFZ,INTERMAGNET
AMS,77.57,-37.80,138.31,-49.07,Martin de Vivias,2,INTERMAGNET,BCMT
API,188.22,-13.80,-97.56,-15.28,Apia,1,INTERMAGNET
ASP,133.88,-23.77,-153.08,-34.52,Alice Springs,2,INTERMAGNET,AUS
BMT,116.20,40.30,-171.47,34.02,Beijing Ming Tombs,1,INTERMAGNET
BNG,18.57,4.33,90.18,-5.26,Bangui,2,INTERMAGNET,BCMT
BSL,270.37,30.35,-20.63,41.66,Bay St Louis,2,INTERMAGNET,USGS
CNB,150.70,-34.10,-132.03,-44.19,Canberra,2,INTERMAGNET,BOM
CAN,149.36,-35.30,-133.29,-45.68,Canberra,3,210MM,AUS,MAGDAS
CZT,51.87,-46.43,106.14,-53.12,Port Alfred,2,INTERMAGNET,BCMT
DLR,259.08,29.49,-34.44,38.98,Del Rio,1,INTERMAGNET
DRV,140.01,-66.67,-124.55,-80.59,Dumont Durville,2,INTERMAGNET,BCMT
EYR,172.40,-43.40,-103.65,-50.18,Eyrewell,1,INTERMAGNET
GNA,116.00,-31.80,-173.47,-44.48,Gnangara,2,INTERMAGNET,AUS
GUA,144.87,13.59,-144.41,5.79,Guam,3,INTERMAGNET,USGS,210MM
GUI,343.57,28.32,61.45,18.12,Guimar,1,INTERMAGNET
HBK,27.71,-25.88,94.52,-36.31,Hartebeesthoek,1,INTERMAGNET
HER,19.23,-34.43,81.83,-42.20,Hermanus,3,INTERMAGNET,EMMA,MAGDAS
HLP,18.82,54.61,96.06,50.68,Hel,2,INTERMAGNET,EMMA
HON,202.00,21.32,-90.66,21.79,Honolulu,2,INTERMAGNET,USGS
HRB,18.19,47.86,93.51,43.08,Hurbanovo,2,INTERMAGNET,EMMA
IQA,291.48,63.75,14.91,73.78,Iqaluit,2,CANMOS,INTERMAGNET
IRT,104.45,52.17,177.14,46.82,Irkutsk,2,INTERMAGNET,210MM
ISK,29.06,41.07,101.91,35.23,Kandilli,1,INTERMAGNET
KAK,140.18,36.23,-148.59,28.77,Kakioka,1,INTERMAGNET
KOU,307.27,5.21,22.77,11.93,Kourou,2,INTERMAGNET,BCMT
LNP,121.17,25.00,-167.33,17.84,Lunping,2,210MM,INTERMAGNET
MBO,343.03,14.38,58.63,2.58,Mbour,2,INTERMAGNET,BCMT
MMB,144.19,43.91,-144.95,36.55,Memambetsu,1,INTERMAGNET
NCK,16.72,47.63,92.20,42.82,Nagycenk,3,SEGMA,INTERMAGNET,EMMA
MZH,117.40,49.60,-169.98,43.65,Manzaoli,1,Unknown
PAF,70.26,-49.35,121.91,-58.39,Port aux Francias,2,INTERMAGNET,BCMT
PHU,105.95,21.03,177.51,13.66,Phuthuy,2,INTERMAGNET,BCMT
PPT,210.42,-17.57,-75.04,-16.27,Pamatai,2,INTERMAGNET,BCMT
SBA,166.78,-77.85,-33.03,-79.95,Scott Base,1,INTERMAGNET
SJG,293.85,18.11,9.18,29.77,San Juan,2,INTERMAGNET,USGS
SPT,355.65,39.55,72.96,32.82,San Pablo Toledo,1,INTERMAGNET
SUA,26.25,45.32,100.04,40.16,Surlari,2,GFZ,INTERMAGNET
TAM,5.53,22.79,78.79,9.60,Tamanrasset,2,INTERMAGNET,BCMT
TAN,47.55,-18.92,116.61,-29.27,Antananarivo,2,INTERMAGNET,BCMT
TUC,249.27,32.17,-45.97,39.83,Tucson,2,INTERMAGNET,USGS
VSS,316.35,-22.40,23.14,-15.85,Vassouras,2,INTERMAGNET,GFZ
KIV,30.30,50.72,104.84,46.22,Kiev,1,INTERMAGNET
LNN,30.70,59.95,107.99,55.86,Leningrad,1,Unknown
NKK,62.12,45.77,134.55,41.02,Novokazalinsk,1,Unknown
MNK,26.52,54.10,102.42,49.89,Minsk,1,Unknown
ODE,30.88,46.22,104.43,41.28,Odessa,1,GFZ
TUL,264.22,35.92,-28.85,46.61,Tulsa,1,Unknown
ASH,58.10,37.95,130.30,32.88,Ashkabad,1,Unknown
TOL,355.95,39.88,73.27,33.27,Toledo,1,Unknown
NVS,82.90,55.03,155.62,50.30,Novosibirsk,1,INTERMAGNET
KGD,73.08,49.82,145.59,45.10,Karaganda,1,Unknown
AAA,76.92,43.25,149.28,38.16,Alma Ata,1,INTERMAGNET
TKT,69.62,41.33,141.96,36.29,Tashkent,1,Unknown
LVV,23.75,49.90,98.85,45.37,Lvov,1,INTERMAGNET
RSV,12.45,55.85,91.29,52.33,Rude Skov,1,INTERMAGNET
MOS,37.32,55.48,112.29,51.12,Moscow,1,IZMIRAN
YSS,142.72,46.95,-146.31,39.74,Yuzhno Sakhalinsk,1,AARI
HIS,58.05,80.62,145.18,74.89,Heiss Island,1,AARI
ZGN,123.26,66.75,-166.17,60.75,Zhigansk,2,210MM,MAGDAS
YAK,129.72,60.02,-159.06,53.78,Yakutsk,4,GFZ,210MM,INTERMAGNET,MAGDAS
PPI,131.73,42.98,-156.24,36.10,Popov Island,1,210MM
BJI,116.18,40.06,-171.50,33.76,Beijing,1,210MM
BOX,38.97,58.03,114.46,53.70,Barok,3,210MM,INTERMAGNET,BCMT
MUT,121.02,14.37,-167.77,6.71,Muntinlupa,2,210MM,MAGDAS
PTN,109.25,-0.05,-179.33,-9.00,Pontianak,2,210MM,MAGDAS
WTK,112.63,-7.56,-175.96,-17.21,Watukosek,1,210MM
LRM,115.00,-21.00,-173.80,-32.36,Learmonth,3,INTERMAGNET,AUS,BOM
KAT,117.62,-33.68,-171.71,-46.52,Katanning,1,210MM
KTN,137.71,75.94,-159.20,69.64,Kotelnyy,1,210MM
CHD,147.89,70.62,-148.06,64.42,Chokurdakh,2,210MM,MAGDAS
ZYK,150.78,65.75,-143.34,59.38,Zyryanka,1,210MM
MGD,150.86,59.97,-141.29,53.28,Magadan,4,GFZ,210MM,INTERMAGNET,MAGDAS
MSR,142.27,44.37,-146.64,37.08,Moshiri,1,210MM
ONW,141.47,38.43,-147.37,30.98,Onagawa,2,210MM,MAGDAS
KAG,130.72,31.48,-157.66,24.27,Kagoshima,1,210MM
YMK,130.62,31.19,-157.77,23.97,Yamakawa,1,210MM
CBI,142.30,27.15,-146.88,19.46,Chichijima,1,210MM
YAP,138.50,9.30,-150.53,1.24,Yap,2,210MM,MAGDAS
KOR,134.50,7.33,-154.45,-0.83,Koror,1,210MM
BIK,136.05,-1.08,-152.58,-9.67,Biak,2,210MM,MAGDAS
WEW,143.62,-3.55,-144.63,-12.06,Wewak,1,210MM
DRW,130.90,-12.40,-157.20,-21.99,Darwin,4,210MM,AUS,MAGDAS,BOM
WEP,141.88,-12.68,-145.59,-21.96,Weipa,1,210MM
BSV,139.21,-25.54,-146.92,-36.13,Birdsville,1,210MM
DAL,151.20,-27.18,-133.08,-36.69,Dalby,1,210MM
ADL,138.65,-34.67,-146.20,-46.24,Adelaide,1,210MM
CPS,180.55,68.88,-124.08,64.32,Cape Schmidt,2,AARI,210MM
EWA,202.00,21.32,-90.66,21.79,Ewa Beach,2,210MM,MAGDAS
ASA,170.70,-14.28,-114.79,-19.36,American Samoa,1,210MM
MCQ,158.95,-54.50,-111.91,-64.60,Macquarie Island,5,210MM,INTERMAGNET,AUS,MAGDAS,BOM
CKA,73.60,68.50,148.71,63.53,Cape Kamenniy,1,Unknown
AMD,61.40,69.50,138.36,64.65,Amderma,3,RAPIDMAG,GIMA,AARI
LOP,33.08,68.25,114.23,64.16,Lop,1,Unknown
MBC,240.64,76.32,-91.12,80.91,Mould Bay,2,CANMOS,INTERMAGNET
VIZ,76.98,79.48,156.52,73.39,Vieze Island,1,AARI
PBK,170.90,70.10,-131.56,64.79,Pebek,2,AARI,GIMA
PGC,294.20,66.10,20.63,75.58,Pangnirtung,1,MACCS
CY0,291.40,70.50,19.27,79.93,Clyde River,1,MACCS
CDC,283.40,64.20,0.91,74.98,Cape Dorset,1,MACCS
CHC,276.80,64.10,-11.41,75.11,Coral Harbour,1,MACCS
GHC,264.10,68.60,-37.90,78.46,Gjoa Haven,1,MACCS
IGC,278.20,69.30,-8.89,79.80,Igloolik,1,MACCS
PBC,270.30,68.50,-25.47,78.90,Pelly Bay,1,MACCS
RPB,273.80,66.50,-17.57,77.25,Repulse Bay,1,MACCS
NAN,298.30,56.40,22.51,65.71,Nain,2,MACCS,THEMIS
AIA,295.74,-65.25,9.41,-49.50,Faraday Islands,1,INTERMAGNET
ASC,345.62,-7.95,55.71,-12.29,Ascension Island,2,BGS,INTERMAGNET
VOS,106.87,-78.45,55.27,-83.46,Vostok,2,INTERMAGNET,AARI
CSY,110.53,-66.28,155.89,-80.77,Casey,3,INTERMAGNET,AUS,BOM
CTA,146.30,-20.10,-139.83,-29.64,Charters Towers,2,INTERMAGNET,AUS
DVS,77.97,-68.58,99.88,-74.45,Davis,4,INTERMAGNET,AUS,MAGDAS,BOM
GLN,262.88,49.65,-32.35,60.35,Glenlea,2,CANMOS,INTERMAGNET
HTY,139.80,33.12,-149.02,25.60,Hatizyo,1,INTERMAGNET
KDU,132.47,-12.69,-155.54,-22.28,Kakadu,2,INTERMAGNET,AUS
KNY,130.88,31.42,-157.51,24.20,Kanoya,1,INTERMAGNET
MAW,62.88,-67.61,89.98,-70.10,Mawson,3,INTERMAGNET,AUS,BOM
MIR,93.02,-66.55,122.60,-77.17,Mirny,2,INTERMAGNET,AARI
PST,302.11,-51.70,10.94,-36.93,Port Stanley,2,BGS,INTERMAGNET
TSU,17.70,-19.22,85.99,-29.75,Tsumeb,2,INTERMAGNET,EMMA
HUA,284.67,-12.05,-3.86,0.66,Huancayo,1,INTERMAGNET
LIV,299.61,-62.66,11.01,-47.09,Livingston Island,1,INTERMAGNET
TRW,294.68,-43.25,5.55,-28.41,Trelew,1,INTERMAGNET
AQU,13.32,42.38,88.08,36.21,LAquila,4,SEGMA,INTERMAGNET,EMMA,MAGDAS
MID,182.62,28.21,-110.72,24.85,Midway,1,INTERMAGNET
LMM,40.00,-25.92,106.92,-36.19,Maputo,1,INTERMAGNET
LZH,103.85,36.09,175.94,29.83,Lanzhou,2,INTERMAGNET,BCMT
QSB,35.64,33.87,107.49,27.17,Qsaybeh,2,INTERMAGNET,BCMT
TND,124.95,1.29,-163.81,-7.12,Tondano,1,INTERMAGNET
EBR,0.49,40.82,77.10,34.27,Ebro,1,INTERMAGNET
TEO,260.82,19.75,-31.32,28.86,Teoloyucan,1,INTERMAGNET
LEM,147.50,-42.30,-133.48,-53.57,Lemont,1,210MM
RIK,143.76,43.48,-145.32,36.11,Rikubetsu,1,210MM
CLK,285.00,44.70,0.90,56.20,Clarkson,1,MEASURE
APL,283.12,39.17,-2.49,50.90,Applied Physics Lab,1,MEASURE
DSO,278.60,36.25,-9.24,48.13,Darsky,1,MEASURE
USC,278.54,33.34,-9.54,45.23,U of South Carolina,1,MEASURE
JAX,278.40,30.35,-9.96,42.23,Jacksonville,1,MEASURE
FIT,279.05,28.07,-9.25,39.97,Bullcreek,1,MEASURE
GTF,288.05,43.62,5.22,54.83,Grafton,1,MEASURE
MSH,288.52,42.60,5.75,53.78,Millstone Hill,1,MEASURE
FAR,352.98,62.05,79.17,60.90,Faroes,1,SAMNET
BOR,38.33,58.03,113.90,53.71,Borok,1,SAMNET
CRK,357.36,57.09,79.90,54.97,Crooktree,1,SAMNET
GML,356.32,57.16,79.12,55.17,Gleenmore Lodge,1,SAMNET
HLL,339.44,63.77,69.66,64.77,Hella,1,SAMNET
KVI,17.63,59.50,97.02,55.94,Kvistaberg,1,SAMNET
LAN,357.23,54.01,78.47,51.51,Lancaster,1,SAMNET
S01,13.36,64.37,96.27,61.31,Nordli,1,SAMNET
OUL,25.85,65.10,106.49,61.31,Oulu,1,SAMNET
YOR,358.95,53.95,79.80,51.26,York,1,SAMNET
PUT,290.50,-18.33,1.64,-5.33,Putre,1,SAMBA
ANT,289.76,-23.39,1.03,-10.00,Antofagasta,1,SAMBA
SER,288.87,-30.00,0.60,-16.08,La Serena,1,SAMBA
CER,289.40,-33.45,1.23,-19.24,Los Cerrillos,1,SAMBA
VLD,286.86,-39.48,-0.00,-24.91,Valdivia,1,SAMBA
OSO,286.91,-40.34,0.13,-25.71,Osorno,1,SAMBA
PNT,289.10,-53.20,3.34,-37.82,Puerto Natales,1,SAMBA
ESC,301.08,-62.18,11.74,-46.69,Escudero,1,SAMBA
OHI,302.10,-63.32,12.50,-47.82,OHiggins,1,SAMBA
PAC,289.91,-40.34,2.17,-25.60,Punta Arenas,1,SAMBA
ENP,289.10,-52.13,3.17,-36.79,San Gregorio,1,SAMBA
FSJ,239.27,56.23,-65.46,62.39,Fort St. John,1,AUTUMN
EDM,246.70,53.30,-55.19,61.07,Edmonton,1,AUTUMN
FVE,243.98,58.37,-60.99,65.54,Fort Vermilion,1,AUTUMN
LET,247.13,49.64,-53.27,57.45,Lethbridge,1,AUTUMN
RED,246.16,52.14,-55.39,59.79,Red Deer,1,AUTUMN
ROT,245.87,51.07,-55.32,58.64,Rothney,1,AUTUMN
SAS,253.60,52.80,-46.10,61.96,Saskatoon,1,AUTUMN
VLO,282.24,48.19,-2.87,59.82,Val-dOr,1,AUTUMN
MCM,166.67,-77.85,-33.03,-79.97,McMurdo Station,1,PENGUIN
SPA,0.00,-90.00,18.84,-73.93,South Pole Station,1,PENGUIN
ELT,34.95,29.67,106.60,22.06,Eilat,1,INTERMAGNET
GZH,113.34,23.09,-175.15,15.91,Guangzhou,1,INTERMAGNET
MLT,30.89,29.52,102.62,21.23,Misallat,1,INTERMAGNET
PAL,295.95,-64.77,9.42,-49.03,Palmer,1,SAMBA
NOK,88.10,69.40,162.00,64.13,NOK,2,RAPIDMAG,GIMA
HLM,210.13,61.24,-97.02,60.90,HLMS,1,GIMA
HOM,209.53,59.70,-96.62,59.22,Homer,1,GIMA
TRP,150.24,62.67,-142.58,56.13,Trapper,1,GIMA
BGY,35.09,31.72,106.83,24.53,Bar Gyora,1,INTERMAGNET
ESA,141.36,39.24,-147.46,31.82,Esashi,1,INTERMAGNET
GCK,20.77,44.63,95.01,39.21,Grocka,1,INTERMAGNET
KNZ,48.85,55.83,122.85,51.35,Zaymishche,1,INTERMAGNET
MIZ,141.20,39.11,-147.60,31.69,Mizusawa,1,INTERMAGNET
SFS,354.06,36.67,71.12,28.71,San Fernando,1,INTERMAGNET
SHU,199.54,55.38,-102.75,52.85,Shumagin,2,INTERMAGNET,USGS
BFO,8.33,48.33,85.37,43.88,Black Forest,1,INTERMAGNET
MSK,34.52,52.69,109.09,48.27,MSK,1,INTERMAGNET
B11,336.58,-77.51,29.71,-62.98,m78-337,1,BAS
B12,335.88,-79.08,28.74,-64.25,m79-336,1,BAS
B14,337.74,-80.89,28.47,-65.92,m81-338,1,BAS
B15,2.97,-81.49,36.24,-68.30,m82-003,1,BAS
B17,347.76,-82.90,29.97,-68.21,m83-348,1,BAS
B18,336.14,-84.35,25.53,-68.86,m84-336,1,BAS
B19,2.06,-85.36,29.68,-70.92,m85-002,1,BAS
B20,95.98,-85.36,30.01,-77.65,m85-096,1,BAS
B21,28.41,-87.00,28.70,-73.19,m87-028,1,BAS
B22,68.17,-86.51,30.49,-75.39,m87-069,1,BAS
B23,316.13,-88.03,19.65,-71.97,m88-316,1,BAS
B03,291.88,-67.57,7.92,-51.79,m67-292,1,BAS
M01,263.55,46.87,-30.96,57.67,Glyndon,1,McMAC
M02,266.75,45.56,-26.24,56.76,Cambridge,1,McMAC
M03,264.40,43.60,-29.36,54.49,Worthington,1,McMAC
M04,263.84,41.36,-29.88,52.13,Bennington,1,McMAC
M05,263.70,38.50,-29.77,49.19,Americus,1,McMAC
M06,262.60,35.00,-30.83,45.40,Purcell,1,McMAC
